timestamp,symbol,strategy,entry_price,portfolio_balance,max_single_position_allowed,max_total_exposure_allowed,current_total_exposure,calculated_quantity,calculated_notional,buffered_max_notional,block_reason
2025-12-05T12:42:49.911Z,TONUSD,mean_reversion,1.5865849999999997,32000,4800,8000,0,0,87360.00000000176,4656,MAX_POSITION
2025-12-05T12:42:50.062Z,NOSUSD,mean_reversion,0.266266,32000,4800,8000,0,0,87360.00000000048,4656,MAX_POSITION
2025-12-05T12:42:50.303Z,AUD/USD,vwap_pullback,0.6646439799999999,32000,4800,8000,0,7005.254151252526,4656,4656,PASS
2025-12-05T12:42:50.425Z,DOTUSDC,mean_reversion,2.2351328999999995,32000,4800,8000,0,0,87360.00000000108,4656,MAX_POSITION
2025-12-05T12:42:51.312Z,TRUMPUSD,mean_reversion,5.884878999999999,32000,4800,8000,0,0,87360.00000000077,4656,MAX_POSITION
2025-12-05T12:42:51.333Z,OPEUR,mean_reversion,0.27357329999999996,32000,4800,8000,0,0,87360.00000000109,4656,MAX_POSITION
2025-12-05T12:42:51.593Z,ADA/USD,vwap_pullback,0.43157214099999996,32000,4800,8000,0,10788.462826195262,4656,4656,PASS
2025-12-05T12:42:52.000Z,DOTUSDT,mean_reversion,2.2396374,32000,4800,8000,0,0,87360.00000000017,4656,MAX_POSITION
2025-12-05T12:42:52.642Z,OPUSD,mean_reversion,0.31791759999999997,32000,4800,8000,0,0,87360.00000000035,4656,MAX_POSITION
2025-12-05T12:42:53.147Z,CRV/USD,vwap_pullback,0.40340299999999996,32000,4800,8000,0,11541.80806786266,4656,4656,PASS
2025-12-05T12:42:53.405Z,XETCZUSD,mean_reversion,13.497483999999998,32000,4800,8000,0,0,87360.0000000007,4656,MAX_POSITION
2025-12-05T12:42:54.107Z,USDCHF,vwap_pullback,0.8045036999999999,32000,4800,8000,0,0,175752.16400910835,4656,MAX_POSITION
2025-12-05T12:42:54.233Z,PROVEEUR,mean_reversion,0.39519479999999996,32000,4800,8000,0,0,87360.0000000004,4656,MAX_POSITION
2025-12-05T12:42:54.720Z,ETHFIEUR,mean_reversion,0.6906899999999999,32000,4800,8000,0,0,87360.00000000016,4656,MAX_POSITION
2025-12-05T12:42:55.216Z,RUNEEUR,mean_reversion,0.5685679999999999,32000,4800,8000,0,0,87360.00000000109,4656,MAX_POSITION
2025-12-05T12:42:55.506Z,SNX/USD,vwap_pullback,0.5225219999999999,32000,4800,8000,0,8910.629600284774,4656,4656,PASS
2025-12-05T12:42:55.829Z,XXRPZCAD,mean_reversion,2.8931102199999996,32000,4800,8000,0,0,87360.00000000017,4656,MAX_POSITION
2025-12-05T12:42:55.853Z,EULEUR,mean_reversion,3.3213179999999998,32000,4800,8000,0,0,87360.00000000019,4656,MAX_POSITION
