timestamp,elapsedMinutes,phase,feedLatencyMs,cacheWindow,vtsTradeCount,paperTradeCount,openPositions,avgCWQI,avgNGC,avgDI,avgGSI,adaptiveRelevanceVariance,cacheHitRate,riskPerTrade,maxExposure,dynamicSlots,tradingActive
2025-12-29T12:39:48.887Z,17.3,A_VTS,5108,200,340,0,42,0.66,0.738,0.715,0.5,0.0014,0.85,3.5,100,8,false
2025-12-29T12:40:03.807Z,17.5,A_VTS,4711,200,340,0,42,0.66,0.738,0.715,0.5,0.0014,0.85,3.5,100,8,false
2025-12-29T12:40:18.870Z,17.8,A_VTS,5467,200,340,0,42,0.66,0.738,0.715,0.5,0.0014,0.85,3.5,100,8,false
2025-12-29T12:40:34.294Z,18,A_VTS,4693,200,360,0,42,0.66,0.738,0.715,0.5,0.0014,0.85,3.5,100,8,false
2025-12-29T12:40:48.902Z,18.3,A_VTS,17922,200,360,0,42,0.66,0.738,0.715,0.5,0.0014,0.85,3.5,100,8,false
2025-12-29T12:41:03.865Z,18.5,A_VTS,4713,200,360,0,42,0.66,0.738,0.715,0.5,0.0014,0.85,3.5,100,8,false
2025-12-29T12:41:18.829Z,18.8,A_VTS,5239,200,360,0,42,0.66,0.738,0.715,0.5,0.0014,0.85,3.5,100,8,false
2025-12-29T12:41:33.864Z,19,A_VTS,4775,200,380,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:41:48.866Z,19.3,A_VTS,5214,200,380,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:42:03.903Z,19.5,A_VTS,12157,200,380,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:42:18.868Z,19.8,A_VTS,5156,200,380,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:42:33.872Z,20,A_VTS,4711,200,400,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:42:48.866Z,20.3,A_VTS,5061,200,400,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:43:03.895Z,20.5,A_VTS,4674,200,419,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:43:18.863Z,20.8,A_VTS,17920,200,420,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:43:33.861Z,21,A_VTS,4676,200,420,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:43:48.807Z,21.3,A_VTS,5109,200,420,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:44:03.864Z,21.5,A_VTS,4562,200,420,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:44:18.897Z,21.8,A_VTS,5317,200,420,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:44:33.866Z,22,A_VTS,8389,200,440,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:44:48.809Z,22.3,A_VTS,5362,200,440,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:45:03.814Z,22.5,A_VTS,4676,200,440,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:45:18.872Z,22.8,A_VTS,5244,200,440,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:45:33.805Z,23,A_VTS,8344,200,460,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:45:48.810Z,23.3,A_VTS,5284,200,460,0,42,0.66,0.737,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:46:03.916Z,23.5,A_VTS,4619,200,479,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:46:18.928Z,23.8,A_VTS,5297,200,480,0,42,0.66,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:46:33.886Z,24,A_VTS,4657,200,480,0,42,0.66,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:46:48.882Z,24.3,A_VTS,17909,200,480,0,42,0.66,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:47:03.876Z,24.5,A_VTS,4422,200,480,0,42,0.66,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:47:18.889Z,24.8,A_VTS,5141,200,480,0,42,0.66,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:47:33.827Z,25,A_VTS,4602,200,500,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:47:48.937Z,25.3,A_VTS,5112,200,500,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:48:03.890Z,25.5,A_VTS,11981,200,520,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:48:18.888Z,25.8,A_VTS,5108,200,520,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:48:33.896Z,26,A_VTS,4489,200,520,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:48:48.830Z,26.3,A_VTS,5313,200,520,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:49:03.828Z,26.5,A_VTS,4585,200,520,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:49:18.839Z,26.8,A_VTS,14968,200,520,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:49:33.831Z,27,A_VTS,4598,200,540,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:49:48.893Z,27.3,A_VTS,5532,200,540,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:50:03.900Z,27.5,A_VTS,4558,200,540,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:50:18.903Z,27.8,A_VTS,5333,200,540,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:50:33.830Z,28,A_VTS,4535,200,560,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:50:48.901Z,28.3,A_VTS,3862,200,560,0,42,0.659,0.736,0.714,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:51:03.833Z,28.5,A_VTS,4649,200,580,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:51:18.895Z,28.8,A_VTS,5310,200,580,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:51:33.892Z,29,A_VTS,12085,200,580,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:51:48.911Z,29.3,A_VTS,5302,200,580,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:52:03.895Z,29.5,A_VTS,4504,200,580,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:52:18.944Z,29.8,A_VTS,5287,200,580,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:52:33.916Z,30,A_VTS,4471,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:52:48.862Z,30.3,A_VTS,12288,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,false
2025-12-29T12:53:03.986Z,30.5,B_PAPER,4084,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:53:19.053Z,30.8,B_PAPER,4442,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:53:33.979Z,31,B_PAPER,3939,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:53:49.040Z,31.3,B_PAPER,15606,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:54:03.987Z,31.5,B_PAPER,3679,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:54:19.063Z,31.8,B_PAPER,4300,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:54:33.982Z,32,B_PAPER,3909,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:54:49.006Z,32.3,B_PAPER,4419,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:55:04.100Z,32.5,B_PAPER,11100,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:55:19.125Z,32.8,B_PAPER,4424,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:55:34.296Z,33,B_PAPER,3978,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:55:49.236Z,33.3,B_PAPER,5456,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:56:04.307Z,33.5,B_PAPER,3985,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:56:19.255Z,33.8,B_PAPER,15018,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:56:34.307Z,34,B_PAPER,3970,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:56:49.242Z,34.3,B_PAPER,4367,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:57:04.217Z,34.5,B_PAPER,4177,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:57:19.223Z,34.8,B_PAPER,5691,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:57:34.189Z,35,B_PAPER,3924,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:57:49.196Z,35.3,B_PAPER,4278,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:58:04.282Z,35.5,B_PAPER,4173,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:58:19.268Z,35.8,B_PAPER,4741,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:58:34.321Z,36,B_PAPER,8119,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:58:49.372Z,36.3,B_PAPER,8655,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:59:04.260Z,36.5,B_PAPER,3812,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:59:19.356Z,36.8,B_PAPER,5745,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:59:34.366Z,37,B_PAPER,4188,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T12:59:49.337Z,37.3,B_PAPER,6437,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:00:04.327Z,37.5,B_PAPER,3655,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:00:19.313Z,37.8,B_PAPER,4289,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:00:34.250Z,38,B_PAPER,3453,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:00:49.328Z,38.3,B_PAPER,5529,200,600,0,42,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:01:04.375Z,38.5,B_PAPER,11654,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:01:19.349Z,38.8,B_PAPER,5665,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:01:34.385Z,39,B_PAPER,4062,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:01:49.381Z,39.3,B_PAPER,4923,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:02:04.320Z,39.5,B_PAPER,4022,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:02:19.315Z,39.8,B_PAPER,15414,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:02:34.386Z,40,B_PAPER,4161,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:02:49.270Z,40.3,B_PAPER,5474,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:03:04.283Z,40.5,B_PAPER,3404,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:03:19.345Z,40.8,B_PAPER,12298,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:03:34.386Z,41,B_PAPER,3730,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
