timestamp,elapsedMinutes,feedLatencyMs,vtsTradeCount,paperTradeCount,avgCWQI,avgNGC,avgDI,avgGSI,adaptiveRelevanceVariance,cacheHitRate
2025-12-29T10:40:31.268Z,31.5,4893,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:40:46.268Z,31.8,3349,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:41:01.268Z,32,18349,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:41:16.269Z,32.3,3460,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:41:31.269Z,32.5,4857,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:41:46.269Z,32.8,3311,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:42:01.268Z,33,4617,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:42:16.269Z,33.3,6965,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:42:31.269Z,33.5,4727,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:42:46.268Z,33.8,3241,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:43:01.269Z,34,4944,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:43:16.268Z,34.3,3307,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:43:31.268Z,34.5,18307,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:43:46.269Z,34.8,3219,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:44:01.269Z,35,4869,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:44:16.269Z,35.3,3194,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:44:31.269Z,35.5,4786,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:44:46.269Z,35.8,6941,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:45:01.268Z,36,18752,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:45:16.269Z,36.3,3270,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:45:31.269Z,36.5,4755,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:45:46.269Z,36.8,3306,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:46:01.268Z,37,18305,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:46:16.271Z,37.3,10801,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:46:31.272Z,37.5,4649,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:46:46.271Z,37.8,3252,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:47:01.272Z,38,4734,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:47:16.272Z,38.3,6889,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:47:31.271Z,38.5,4846,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:47:46.271Z,38.8,3144,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:48:01.271Z,39,4776,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:48:16.271Z,39.3,3172,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:48:31.272Z,39.5,14976,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:48:46.271Z,39.8,3164,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:49:01.272Z,40,4777,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:49:16.271Z,40.3,3184,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:49:31.271Z,40.5,18184,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:49:46.272Z,40.8,3079,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:50:01.272Z,41,4750,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:50:16.273Z,41.3,3092,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:50:31.273Z,41.5,4940,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:50:46.273Z,41.8,3162,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:51:01.273Z,42,4757,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:51:16.273Z,42.3,3183,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:51:31.272Z,42.5,4926,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:51:46.273Z,42.8,6896,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:52:01.272Z,43,4811,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:52:16.273Z,43.3,3127,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:52:31.273Z,43.5,4861,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:52:46.272Z,43.8,3166,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:53:01.273Z,44,18167,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:53:16.273Z,44.3,3077,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:53:31.290Z,44.5,4828,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:53:46.290Z,44.8,3108,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:54:01.290Z,45,4775,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:54:16.290Z,45.3,6658,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:54:31.292Z,45.5,4761,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:54:46.291Z,45.8,2984,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:55:01.290Z,46,4815,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:55:16.291Z,46.3,2933,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:55:31.290Z,46.5,17932,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:55:46.290Z,46.8,2923,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:56:01.290Z,47,4855,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:56:16.291Z,47.3,2849,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:56:31.291Z,47.5,4657,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:56:46.291Z,47.8,6675,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:57:01.290Z,48,7957,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:57:16.290Z,48.3,2939,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:57:31.290Z,48.5,4650,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:57:46.291Z,48.8,2971,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:58:01.291Z,49,17971,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:58:16.292Z,49.3,2854,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:58:31.291Z,49.5,4739,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:58:46.292Z,49.8,2926,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:59:01.291Z,50,4828,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:59:16.291Z,50.3,6704,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:59:31.291Z,50.5,4795,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T10:59:46.292Z,50.8,2908,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:00:01.292Z,51,4723,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:00:16.292Z,51.3,2918,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:00:31.291Z,51.5,17917,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:00:46.291Z,51.8,2837,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:01:01.292Z,52,4832,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:01:16.292Z,52.3,2811,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:01:31.293Z,52.5,4754,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:01:46.293Z,52.8,6544,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:02:01.294Z,53,21545,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:02:16.293Z,53.3,2869,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:02:31.293Z,53.5,4885,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:02:46.293Z,53.8,2863,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:03:01.295Z,54,17865,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:03:16.294Z,54.3,10356,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:03:31.292Z,54.5,4769,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:03:46.294Z,54.8,2889,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:04:01.293Z,55,4811,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:04:16.293Z,55.3,6605,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:04:31.293Z,55.5,4697,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:04:46.294Z,55.8,2866,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:05:01.295Z,56,4708,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:05:16.295Z,56.3,2776,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:05:31.295Z,56.5,17776,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:05:46.295Z,56.8,2874,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:06:01.295Z,57,4697,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:06:16.296Z,57.3,2832,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:06:31.295Z,57.5,4687,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:06:46.296Z,57.8,6508,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:07:01.296Z,58,4746,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:07:16.296Z,58.3,2728,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:07:31.296Z,58.5,4866,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:07:46.297Z,58.8,2801,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:08:01.296Z,59,17801,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:08:16.297Z,59.3,2744,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:08:31.296Z,59.5,4708,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:08:46.297Z,59.8,2749,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:09:01.297Z,60,4847,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:09:16.297Z,60.3,6551,20,0,0.666,0.745,0.723,0.5,0.001,0.85
2025-12-29T11:09:30.284Z,60.5,3729,20,0,0.666,0.745,0.723,0.5,0.001,0.85
