symbol,regime,strategy,signalType,patternType,pool,dollarValue,quantity,entryPrice,exitPrice,target,stopLoss,resultType,grossProfitValue,grossProfitPercent,costs,netProfitValue,netProfitPercent,finalScore,hybridScore,expectedEdge,regimeWeight,entryTime,exitTime,durationMinutes
AAVE/USD,TRANSITION,pivot_shift,HYBRID,MORNING_STAR,ROTATIONAL,250,1.570746,159.16,156.619,163.395,156.619,STOP_LOSS,-3.99,-1.60%,0.00689069446188631,-4,-1.60%,0.41458871718232354,0.46602174184460027,0.4225950933175331,0.5355190411944736,2026-01-21T15:21:10.765Z,2026-01-21T16:27:08.947Z,65
ADA/EUR,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,ROTATIONAL,250,809.022216,0.309015,0.30459929999999996,0.3163745,0.30459929999999996,STOP_LOSS,-3.57,-1.43%,0.0067959379058613,-3.58,-1.43%,0.6817229139897155,0.804998094568272,0.7577897811866064,0.6677401216582349,2026-01-21T15:21:12.073Z,2026-01-21T16:27:08.947Z,65
ADA/USDT,TRANSITION,liquidity_trap,QUANT,,ROTATIONAL,250,688.185777,0.363274,0.3584341,0.3713405,0.3584341,STOP_LOSS,-3.33,-1.33%,0.006816347299265714,-3.34,-1.34%,0.47083267354655345,0.5023612516404531,0.5568614856002049,0.5465027035293346,2026-01-21T15:21:14.730Z,2026-01-21T16:26:08.945Z,64
ETH/USDC,BULL_STABLE,sma_trend_ride,QUANT,,ROTATIONAL,250,0.083056,3010.01,2952.8810000000003,3105.2250000000004,2952.8810000000003,STOP_LOSS,-4.74,-1.90%,0.006538950383645306,-4.75,-1.90%,0.6038935754845284,0.6622856910352357,0.6706562978348366,0.6969436536498886,2026-01-21T15:21:20.994Z,2026-01-21T16:25:08.944Z,63
SOL/GBP,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,ROTATIONAL,250,2.576788,97.02,95.601,99.38499999999999,95.601,STOP_LOSS,-3.66,-1.46%,0.00650943785456422,-3.66,-1.47%,0.7026443396689961,0.8381487553495784,0.7341495694760569,0.770334928229667,2026-01-21T15:21:22.073Z,2026-01-21T16:25:08.944Z,63
SOL/USDC,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,ROTATIONAL,250,1.915415,130.52,128.591,133.735,128.591,STOP_LOSS,-3.69,-1.48%,0.006660440488066934,-3.7,-1.48%,0.6832294532506212,0.7788696776144444,0.746852548390944,0.7846441947565529,2026-01-21T15:21:23.424Z,2026-01-21T16:25:08.944Z,63
SOL/USDT,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,ROTATIONAL,250,1.914389,130.59,128.691,133.755,128.691,STOP_LOSS,-3.64,-1.45%,0.006583406180507716,-3.64,-1.46%,0.6377707617717715,0.713033005416542,0.6637202774867189,0.7693761814744786,2026-01-21T15:21:24.084Z,2026-01-21T16:25:08.944Z,63
SOL/GBP,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,IDEAL,250,2.576788,97.02,95.601,99.38499999999999,95.601,STOP_LOSS,-3.66,-1.46%,0.006303231134510074,-3.66,-1.47%,0.634252640762326,0.6967006216288443,0.6986703482118577,0.770334928229667,2026-01-21T15:22:09.831Z,2026-01-21T16:25:08.944Z,62
SOL/USDC,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,IDEAL,250,1.915415,130.52,128.591,133.735,128.591,STOP_LOSS,-3.69,-1.48%,0.006968757687576831,-3.7,-1.48%,0.7012026544918717,0.8204031411648374,0.7526000310500475,0.7846441947565529,2026-01-21T15:22:11.226Z,2026-01-21T16:25:08.944Z,62
SOL/USDT,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,IDEAL,250,1.914389,130.59,128.691,133.755,128.691,STOP_LOSS,-3.64,-1.45%,0.006583965596682624,-3.64,-1.46%,0.6251518465083408,0.727580797473809,0.6470625957865749,0.7693761814744786,2026-01-21T15:22:12.961Z,2026-01-21T16:25:08.944Z,62
ETH/USDC,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,IDEAL,250,0.083056,3010.01,2952.8810000000003,3105.2250000000004,2952.8810000000003,STOP_LOSS,-4.74,-1.90%,0.00655968707224712,-4.75,-1.90%,0.6960597488171225,0.827211959885046,0.7535210406081085,0.6969436536498886,2026-01-21T15:22:14.657Z,2026-01-21T16:25:08.944Z,62
ETH/EUR,BULL_STABLE,sma_trend_ride,QUANT,,ROTATIONAL,250,0.097242,2570.9,2531.6600000000003,2636.2999999999997,2531.6600000000003,STOP_LOSS,-3.82,-1.53%,0.006359472263494798,-3.82,-1.53%,0.7028029539511933,0.8407805897693534,0.775971822036699,0.7080800405268498,2026-01-21T15:21:19.866Z,2026-01-21T16:24:08.944Z,62
ETH/EUR,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,IDEAL,250,0.097242,2570.9,2531.6600000000003,2636.2999999999997,2531.6600000000003,STOP_LOSS,-3.82,-1.53%,0.006211695769640022,-3.82,-1.53%,0.6159877966368075,0.713062761410546,0.6313158204138227,0.7080800405268498,2026-01-21T15:22:10.563Z,2026-01-21T16:24:08.944Z,61
ETH/USD,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,IDEAL,250,0.083269,3002.335,2960.641,3071.825,2960.641,STOP_LOSS,-3.47,-1.39%,0.006339926305479139,-3.48,-1.39%,0.6654688177053796,0.755346513439798,0.7715500046869735,0.6973115698511776,2026-01-21T15:22:11.923Z,2026-01-21T16:24:08.944Z,61
BTC/USD,BULL_STABLE,sma_trend_ride,QUANT,,ROTATIONAL,250,0.00277,90241.35,89519.4192,91594.97025,89519.4192,STOP_LOSS,-2,-0.80%,0.006201108518409784,-2.01,-0.80%,0.7199667374634867,0.8230769429704625,0.7893342478014974,0.8080027522692989,2026-01-21T15:21:31.941Z,2026-01-21T16:22:08.944Z,60
ADA/USD,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,ROTATIONAL,250,691.161428,0.36171,0.35881631999999997,0.3671356499999999,0.35881631999999997,STOP_LOSS,-2,-0.80%,0.006601154217514133,-2.01,-0.80%,0.580928654093406,0.6883192610069947,0.6125654337894543,0.6735668058934214,2026-01-21T15:21:13.190Z,2026-01-21T16:16:08.944Z,54
ETH/USD,BULL_STABLE,sma_trend_ride,QUANT,,ROTATIONAL,250,0.083029,3010.99,2986.90208,3056.1548499999994,2986.90208,STOP_LOSS,-2,-0.80%,0.006223258904837907,-2.01,-0.80%,0.6915726663311105,0.7989363530308936,0.7758158687350909,0.6973115698511776,2026-01-21T15:21:20.347Z,2026-01-21T15:39:08.933Z,17
SOL/USD,BULL_STABLE,pivot_shift,HYBRID,MORNING_STAR,ROTATIONAL,250,1.915782,130.495,129.45104,132.452425,129.45104,STOP_LOSS,-2,-0.80%,0.006430273257599026,-2.01,-0.80%,0.6347098868538151,0.718948729721651,0.6336187563430226,0.805293005671077,2026-01-21T15:21:22.713Z,2026-01-21T15:39:08.933Z,17
