ID,Symbol,Strategy,SignalType,PatternType,Regime,Pool,EntryPrice,ExitPrice,TakeProfit,StopLoss,ResultType,PositionSize,GrossProfit%,FrictionCost%,NetProfit%,FeesDollar,EntryTimestamp,ExitTimestamp,DurationMin,FinalScore,HybridScore,ExpectedEdge,RegimeWeight,Status
vts_0G_USD_1768925482831,0G/USD,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,0.781000,0.765700,0.806500,0.765700,stop_loss,N/A,-1.9590,0.7482,-2.7072,1.8705,2026-01-20 11:04:24,2026-01-20 16:11:22,307.0,0.4604,0.4926,0.025168,0.7162,closed
vts_0G_EUR_1768926802589,0G/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,0.664000,0.649900,0.687500,0.649900,stop_loss,N/A,-2.1235,0.9217,-3.0452,2.3041,2026-01-20 11:04:23,2026-01-20 16:33:22,329.0,0.4286,0.4216,0.026175,0.6111,closed
vts_AKT_USD_1768926802589,AKT/USD,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,0.422400,0.416310,0.432550,0.416310,stop_loss,N/A,-1.4418,0.6910,-2.1328,1.7276,2026-01-20 11:04:30,2026-01-20 16:33:22,328.9,0.4064,0.3742,0.017119,0.8037,closed
vts_ADA_USDC_1768926862589,ADA/USDC,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,0.360086,0.355677,0.367434,0.355677,stop_loss,N/A,-1.2244,0.6222,-1.8466,1.5556,2026-01-20 11:04:26,2026-01-20 16:34:22,329.9,0.4063,0.3884,0.014184,0.6401,closed
vts_ADA_USDT_1768926862589,ADA/USDT,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,rotational,0.360241,0.355741,0.367741,0.355741,stop_loss,N/A,-1.2492,0.6808,-1.9300,1.7021,2026-01-20 11:04:27,2026-01-20 16:34:22,329.9,0.4055,0.3932,0.014011,0.6648,closed
vts_SOL_USDC_1768926862589,SOL/USDC,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,rotational,129.020000,126.977000,132.425000,126.977000,stop_loss,N/A,-1.5835,0.6510,-2.2345,1.6276,2026-01-20 11:04:36,2026-01-20 16:34:22,329.8,0.4345,0.4236,0.019881,0.6472,closed
vts_SOL_USDT_1768926982589,SOL/USDT,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,rotational,128.960000,126.956000,132.300000,126.956000,stop_loss,N/A,-1.5540,0.6355,-2.1895,1.5888,2026-01-20 11:04:36,2026-01-20 16:36:22,331.8,0.4020,0.4093,0.019544,0.5655,closed
vts_ADA_EUR_1768927342591,ADA/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,0.306793,0.302158,0.314518,0.302158,stop_loss,N/A,-1.5107,0.6285,-2.1392,1.5712,2026-01-20 11:04:25,2026-01-20 16:42:22,338.0,0.4019,0.3904,0.018893,0.6780,closed
vts_SOL_EUR_1768927402598,SOL/EUR,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,rotational,109.870000,107.908000,113.140000,107.908000,stop_loss,N/A,-1.7857,0.6291,-2.4148,1.5728,2026-01-20 11:04:34,2026-01-20 16:43:22,338.8,0.4317,0.4406,0.023471,0.5902,closed
vts_SOL_GBP_1768927462600,SOL/GBP,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,rotational,95.640000,93.987000,98.395000,93.987000,stop_loss,N/A,-1.7284,0.6514,-2.3797,1.6284,2026-01-20 11:04:34,2026-01-20 16:44:22,339.8,0.4538,0.5133,0.022292,0.6061,closed
vts_ADA_GBP_1768927522599,ADA/GBP,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,rotational,0.266910,0.263118,0.273230,0.263118,stop_loss,N/A,-1.4207,0.6537,-2.0744,1.6344,2026-01-20 11:04:25,2026-01-20 16:45:22,340.9,0.3958,0.3651,0.017141,0.7795,closed
vts_AKT_EUR_1768927522599,AKT/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,0.359100,0.353160,0.369000,0.353160,stop_loss,N/A,-1.6541,0.8425,-2.4966,2.1062,2026-01-20 11:04:29,2026-01-20 16:45:22,340.9,0.4878,0.4841,0.019144,0.7712,closed
vts_AERO_USD_1768931302611,AERO/USD,reverse_impulse,HYBRID,PINBAR,BEAR_VOLATILE,rotational,0.476000,0.466580,0.491700,0.466580,stop_loss,N/A,-1.9790,0.7669,-2.7459,1.9172,2026-01-20 11:04:29,2026-01-20 17:48:22,403.9,0.4480,0.5093,0.025314,0.5067,closed
