ID,Symbol,Strategy,SignalType,PatternType,Regime,Pool,EntryPrice,ExitPrice,TakeProfit,StopLoss,ResultType,PositionSize,GrossProfit%,FrictionCost%,NetProfit%,FeesDollar,EntryTimestamp,ExitTimestamp,DurationMin,FinalScore,HybridScore,ExpectedEdge,RegimeWeight,Status
vt_1768881304627_row96dneq,BERA/USD,pivot_shift,HYBRID,MORNING_STAR,BULL_STABLE,rotational,1.019100,0.988900,1.129300,0.952980,timeout,N/A,-2.9634,1.0040,-3.9486,0.0100,2026-01-20 03:55:04,2026-01-20 06:58:52,183.8,0.7177,0.8481,0.069932,0.8620,closed
vt_1768881305268_h1jsnuipe,DAI/EUR,range_trade,QUANT,,LOW_VOL_CHOP,rotational,0.858400,0.858400,0.871276,0.851533,timeout,N/A,0.0000,0.8584,-1.0000,0.0086,2026-01-20 03:55:05,2026-01-20 06:58:52,183.8,0.4643,0.5227,0.000274,0.5476,closed
vt_1768881305897_pek542e8p,DAI/USD,range_trade,QUANT,,LOW_VOL_CHOP,rotational,0.999880,0.999820,1.014878,0.991881,timeout,N/A,-0.0060,0.9999,-1.0060,0.0100,2026-01-20 03:55:05,2026-01-20 06:58:52,183.8,0.4859,0.5137,0.000888,0.5478,closed
vt_1768881306583_5s48c1r6e,DAI/USDT,range_trade,QUANT,,LOW_VOL_CHOP,rotational,1.001260,1.000230,1.016279,0.993250,timeout,N/A,-0.1029,1.0007,-1.1024,0.0100,2026-01-20 03:55:06,2026-01-20 06:58:52,183.8,0.4826,0.5338,-0.000061,0.5475,closed
vt_1768881306977_x8d6rt07o,ETH/EUR,pivot_shift,HYBRID,MORNING_STAR,TRANSITION,rotational,2732.690000,2732.690000,2773.680350,2710.828480,timeout,N/A,0.0000,2732.6900,-1.0000,27.3269,2026-01-20 03:55:06,2026-01-20 06:58:52,183.8,0.4027,0.4426,-0.000164,0.5037,closed
vt_1768881307364_ia7rsq23o,ETH/USD,range_trade,QUANT,,LOW_VOL_CHOP,rotational,3185.385000,3185.385000,3233.165775,3159.901920,timeout,N/A,0.0000,3185.3850,-1.0000,31.8539,2026-01-20 03:55:07,2026-01-20 06:58:52,183.8,0.4760,0.5485,0.000937,0.5242,closed
vt_1768881307784_sj8ga7981,ETH/USDC,adaptive_flow,HYBRID,TRI_STAR,LOW_VOL_CHOP,rotational,3186.750000,3186.750000,3234.551250,3161.256000,timeout,N/A,0.0000,3186.7500,-1.0000,31.8675,2026-01-20 03:55:07,2026-01-20 06:58:52,183.7,0.4612,0.5420,0.000520,0.5240,closed
vt_1768881308760_pihgknx8c,SOL/GBP,range_trade,QUANT,,LOW_VOL_CHOP,rotational,99.920000,99.920000,101.418800,99.120640,timeout,N/A,0.0000,99.9200,-1.0000,0.9992,2026-01-20 03:55:08,2026-01-20 06:58:52,183.7,0.5074,0.5724,0.001310,0.5209,closed
vt_1768881309526_s7an0js9x,SOL/USDC,morning_star,QUANT,MORNING_STAR,TRANSITION,rotational,134.430000,134.430000,136.446450,133.354560,timeout,N/A,0.0000,134.4300,-1.0000,1.3443,2026-01-20 03:55:09,2026-01-20 06:58:52,183.7,0.4301,0.4519,0.000028,0.5487,closed
vt_1768881310877_yicpm0980,USDC/AUD,adaptive_flow,HYBRID,TRI_STAR,LOW_VOL_CHOP,rotational,1.486800,1.484400,1.509102,1.474906,timeout,N/A,-0.1614,1.4856,-1.1606,0.0149,2026-01-20 03:55:10,2026-01-20 06:58:52,183.7,0.5225,0.6386,0.001503,0.5462,closed
vt_1768881311247_1jt1hyvri,USDC/CAD,range_trade,QUANT,,LOW_VOL_CHOP,rotational,1.385200,1.385200,1.405978,1.374118,timeout,N/A,0.0000,1.3852,-1.0000,0.0139,2026-01-20 03:55:11,2026-01-20 06:58:53,183.7,0.4333,0.4522,0.000155,0.5477,closed
vt_1768881311623_ssdefmy5g,USDC/CHF,range_trade,QUANT,,LOW_VOL_CHOP,rotational,0.796600,0.796100,0.808549,0.790227,timeout,N/A,-0.0628,0.7964,-1.0625,0.0080,2026-01-20 03:55:11,2026-01-20 06:58:53,183.7,0.5334,0.6383,0.001550,0.5469,closed
vt_1768881312307_incmdwlaz,USDC/EUR,range_trade,QUANT,,LOW_VOL_CHOP,rotational,0.857800,0.857800,0.870667,0.850938,timeout,N/A,0.0000,0.8578,-1.0000,0.0086,2026-01-20 03:55:12,2026-01-20 06:58:53,183.7,0.4306,0.4603,0.000142,0.5474,closed
vt_1768881312698_n1dmw971l,USDC/GBP,range_trade,QUANT,,LOW_VOL_CHOP,rotational,0.744100,0.744100,0.755261,0.738147,timeout,N/A,0.0000,0.7441,-1.0000,0.0074,2026-01-20 03:55:12,2026-01-20 06:58:53,183.7,0.4517,0.5262,0.000441,0.5472,closed
vt_1768881313105_fftorrpk2,USDC/USD,range_trade,QUANT,,LOW_VOL_CHOP,rotational,0.999700,0.999700,1.014695,0.991702,timeout,N/A,0.0000,0.9997,-1.0000,0.0100,2026-01-20 03:55:13,2026-01-20 06:58:53,183.7,0.4141,0.4673,-0.000088,0.5493,closed
vt_1768881313475_qknjw12kz,USDC/USDT,range_trade,QUANT,,LOW_VOL_CHOP,rotational,1.000400,1.000400,1.015406,0.992397,timeout,N/A,0.0000,1.0004,-1.0000,0.0100,2026-01-20 03:55:13,2026-01-20 06:58:54,183.7,0.4152,0.4628,-0.000072,0.5492,closed
vt_1768881313938_zx1612dn2,USDT/AUD,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,rotational,1.486100,1.486100,1.508391,1.474211,timeout,N/A,0.0000,1.4861,-1.0000,0.0149,2026-01-20 03:55:13,2026-01-20 06:58:54,183.7,0.3956,0.3597,-0.000333,0.7000,closed
vt_1768881314612_f2xhlnoel,USDT/CAD,range_trade,QUANT,,LOW_VOL_CHOP,rotational,1.384400,1.383700,1.405166,1.373325,timeout,N/A,-0.0506,1.3841,-1.0503,0.0138,2026-01-20 03:55:14,2026-01-20 06:58:54,183.7,0.5131,0.6060,0.001424,0.5479,closed
vt_1768881315365_e9u9l6gip,USDT/CHF,adaptive_flow,HYBRID,TRI_STAR,LOW_VOL_CHOP,rotational,0.796060,0.796060,0.808001,0.789692,timeout,N/A,0.0000,0.7961,-1.0000,0.0080,2026-01-20 03:55:15,2026-01-20 06:58:54,183.7,0.4229,0.4624,0.000019,0.5471,closed
vt_1768881316016_5m89ay45e,USDT/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,0.857300,0.856500,0.870159,0.850442,timeout,N/A,-0.0933,0.8569,-1.0928,0.0086,2026-01-20 03:55:16,2026-01-20 06:58:54,183.6,0.4889,0.5269,0.001016,0.6818,closed
vt_1768881316385_ia4y8fxxb,USDT/GBP,range_trade,QUANT,,LOW_VOL_CHOP,rotational,0.743600,0.743600,0.754754,0.737651,timeout,N/A,0.0000,0.7436,-1.0000,0.0074,2026-01-20 03:55:16,2026-01-20 06:58:54,183.6,0.4607,0.4927,0.000576,0.5471,closed
vt_1768881316770_0pg9w1fmm,BTC/USD,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,rotational,92370.150000,92370.150000,93755.702250,91631.188800,timeout,N/A,0.0000,92370.1500,-1.0000,923.7015,2026-01-20 03:55:16,2026-01-20 06:58:54,183.6,0.4553,0.4110,0.000629,0.8475,closed
vt_1768881356105_uedsg5g0w,USDC/CHF,range_trade,QUANT,,LOW_VOL_CHOP,ideal,0.796600,0.796100,0.808549,0.790227,timeout,N/A,-0.0628,0.7964,-1.0625,0.0080,2026-01-20 03:55:56,2026-01-20 06:58:55,183.0,0.5102,0.6204,0.001201,0.5469,closed
vt_1768881356758_64z6383oc,USDC/AUD,adaptive_flow,HYBRID,TRI_STAR,LOW_VOL_CHOP,ideal,1.486800,1.484400,1.509102,1.474906,timeout,N/A,-0.1614,1.4856,-1.1606,0.0149,2026-01-20 03:55:56,2026-01-20 06:58:55,183.0,0.5353,0.5945,0.001627,0.5462,closed
vt_1768881357431_dvkvpqx1e,USDT/CAD,range_trade,QUANT,,LOW_VOL_CHOP,ideal,1.384400,1.383700,1.405166,1.373325,timeout,N/A,-0.0506,1.3841,-1.0503,0.0138,2026-01-20 03:55:57,2026-01-20 06:58:55,183.0,0.5489,0.6160,0.001962,0.5479,closed
vt_1768881357799_lh0zs479e,SOL/GBP,range_trade,QUANT,,LOW_VOL_CHOP,ideal,99.920000,99.920000,101.418800,99.120640,timeout,N/A,0.0000,99.9200,-1.0000,0.9992,2026-01-20 03:55:57,2026-01-20 06:58:55,183.0,0.4481,0.5086,0.000421,0.5209,closed
vt_realp_1768893533071_wououw4gu,AR/USD,pivot_shift,HYBRID,MORNING_STAR,TRANSITION,rotational,3.830000,3.772700,3.925500,3.772700,stop_loss,N/A,-1.4961,0.9862,-2.4823,2.4655,2026-01-20 03:54:56,2026-01-20 07:18:53,203.9,0.4206,0.4513,0.015073,0.4429,closed
vt_realp_1768894613075_v8du5avk0,ATOM/EUR,pivot_shift,HYBRID,MORNING_STAR,TRANSITION,ideal,2.120000,2.077790,2.190350,2.077790,stop_loss,N/A,-1.9910,0.7476,-2.7387,1.8691,2026-01-20 06:18:55,2026-01-20 07:36:53,78.0,0.4985,0.5779,0.025708,0.4653,closed
vt_1768889935161_89j2y0kbn,ATOM/EUR,pivot_shift,HYBRID,MORNING_STAR,TRANSITION,ideal,2.120000,2.077790,2.190350,2.077790,stop_loss,N/A,-1.9910,2.0989,-2.9811,0.0210,2026-01-20 06:18:55,2026-01-20 07:38:52,80.0,0.4985,0.5779,0.009067,0.4653,closed
vt_1768894614283_7nuq9b2qn,ATOM/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,2.074700,2.145050,2.145050,2.032490,take_profit,N/A,3.3909,2.1099,2.3739,0.0211,2026-01-20 07:36:54,2026-01-20 07:38:52,2.0,0.4713,0.5171,0.008913,0.7167,closed
vt_realp_1768894973075_0eg0ciw1y,ATOM/USD,pivot_shift,HYBRID,MORNING_STAR,TRANSITION,ideal,2.470800,2.417220,2.560100,2.417220,stop_loss,N/A,-2.1685,0.7010,-2.8696,1.7526,2026-01-20 06:18:56,2026-01-20 07:42:53,83.9,0.3912,0.4136,0.029132,0.5008,closed
vt_realp_1768895873077_mq7xb2tmw,SOL/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,112.930000,111.982000,114.623950,111.982000,stop_loss,N/A,-0.8395,0.6289,-1.4683,1.5721,2026-01-20 06:17:55,2026-01-20 07:57:53,100.0,0.4925,0.5269,0.008711,0.7025,closed
vt_1768884834209_wzfw6tplz,USDT/CAD,range_trade,QUANT,,LOW_VOL_CHOP,ideal,1.384200,1.383700,1.404963,1.373126,timeout,N/A,-0.0361,1.3840,-1.0359,0.0138,2026-01-20 04:53:54,2026-01-20 07:58:52,185.0,0.5286,0.5914,0.001584,0.5479,closed
vt_1768884894216_vg5limk2p,BERA/USD,sma_trend_ride,QUANT,,BULL_STABLE,ideal,1.013000,0.988000,1.123200,0.946880,timeout,N/A,-2.4679,1.0005,-3.4556,0.0100,2026-01-20 04:54:54,2026-01-20 07:58:52,184.0,0.5985,0.6809,0.056242,0.7521,closed
vt_1768884894669_gh80b1psn,AXS/USD,pivot_shift,HYBRID,MORNING_STAR,BULL_STABLE,ideal,2.099000,2.052000,2.419500,1.906700,timeout,N/A,-2.2392,2.0755,-3.2280,0.0208,2026-01-20 04:54:54,2026-01-20 07:58:52,184.0,0.6995,0.7971,0.100128,0.9074,closed
vt_1768884896202_gxtst25mu,ASTER/USD,liquidity_trap,QUANT,,TRANSITION,ideal,0.618390,0.618390,0.628110,0.612558,timeout,N/A,0.0000,0.6184,-1.0000,0.0062,2026-01-20 04:54:56,2026-01-20 07:58:52,183.9,0.4538,0.4696,0.000333,0.5310,closed
vt_1768895874619_mn580jlse,SOL/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,111.950000,114.005000,114.005000,110.717000,take_profit,N/A,1.8356,112.9775,0.8265,1.1298,2026-01-20 07:57:54,2026-01-20 07:58:52,1.0,0.4411,0.4677,0.001718,0.5381,closed
vt_realp_1768895933075_eqfvtz3fs,SOL/USD,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,131.760000,130.705920,133.736400,130.705920,stop_loss,N/A,-0.8000,0.6352,-1.4352,1.5879,2026-01-20 06:17:54,2026-01-20 07:58:53,101.0,0.4700,0.4856,0.008648,0.7390,closed
vt_realp_1768895933075_jnkhmdlvl,SOL/USDT,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,131.790000,130.735680,133.766850,130.735680,stop_loss,N/A,-0.8000,0.6276,-1.4276,1.5690,2026-01-20 06:17:56,2026-01-20 07:58:53,100.9,0.4066,0.3993,0.008724,0.7262,closed
vt_1768885314453_r4t88746j,AXS/EUR,pivot_shift,HYBRID,MORNING_STAR,BULL_STABLE,ideal,1.799000,1.725000,2.025000,1.663400,timeout,N/A,-4.1134,1.7620,-5.0928,0.0176,2026-01-20 05:01:54,2026-01-20 08:03:52,182.0,0.6361,0.7115,0.063710,0.8674,closed
vt_1768895935069_6k05ome73,SOL/USDT,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,130.670000,132.885000,132.885000,129.341000,take_profit,N/A,1.6951,131.7775,0.6866,1.3178,2026-01-20 07:58:55,2026-01-20 08:03:52,5.0,0.3970,0.3851,0.000300,0.5449,closed
vt_realp_1768896233082_ijrpusn68,SOL/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,112.610000,111.563000,114.355000,111.563000,stop_loss,N/A,-0.9298,0.6378,-1.5676,1.5945,2026-01-20 06:19:55,2026-01-20 08:03:53,104.0,0.5018,0.5220,0.009118,0.6918,closed
vt_realp_1768896233082_9obxg15vj,SOL/EUR,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,ideal,112.710000,111.585000,114.585000,111.585000,stop_loss,N/A,-0.9981,0.6377,-1.6359,1.5944,2026-01-20 06:51:54,2026-01-20 08:03:53,72.0,0.5000,0.5474,0.010258,0.6985,closed
vt_realp_1768896413081_czltgc9fa,BAND/USD,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,0.328800,0.322200,0.339800,0.322200,stop_loss,N/A,-2.0073,0.8943,-2.9016,2.2358,2026-01-20 03:55:03,2026-01-20 08:06:53,251.8,0.3777,0.3998,0.024512,0.5000,closed
vt_1768889694439_z267nz0hb,SOL/USD,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,ideal,132.440000,131.380480,134.426600,131.380480,stop_loss,N/A,-0.8000,131.9102,-1.7960,1.3191,2026-01-20 06:14:54,2026-01-20 08:08:52,114.0,0.4245,0.3630,0.000092,0.8155,closed
vt_1768896234999_ktubfc7u1,SOL/USD,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,130.400000,132.765000,132.765000,128.981000,take_profit,N/A,1.8137,131.5825,0.8046,1.3158,2026-01-20 08:03:54,2026-01-20 08:08:52,5.0,0.4583,0.4930,0.002036,0.5452,closed
vt_1768885854832_yue1ryvyb,USDC/AUD,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,ideal,1.484400,1.484400,1.506666,1.472525,timeout,N/A,0.0000,1.4844,-1.0000,0.0148,2026-01-20 05:10:54,2026-01-20 08:13:52,183.0,0.4778,0.5203,0.000765,0.5286,closed
vt_realp_1768896893083_jfsw3ppi9,SOL/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,111.950000,110.717000,114.005000,110.717000,stop_loss,N/A,-1.1014,0.6379,-1.7393,1.5947,2026-01-20 07:57:54,2026-01-20 08:14:53,17.0,0.4411,0.4677,0.011978,0.5381,closed
vt_realp_1768896893083_r1a3vc1j7,SOL/USDT,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,130.670000,129.341000,132.885000,129.341000,stop_loss,N/A,-1.0171,0.6430,-1.6600,1.6074,2026-01-20 07:58:55,2026-01-20 08:14:53,16.0,0.3970,0.3851,0.010521,0.5449,closed
vt_1768886034259_masszxthl,AXS/EUR,sma_trend_ride,QUANT,,BULL_STABLE,ideal,1.754000,1.725000,1.980000,1.618400,timeout,N/A,-1.6534,1.7395,-2.6451,0.0174,2026-01-20 05:13:54,2026-01-20 08:18:52,185.0,0.7134,0.8239,0.082320,0.7938,closed
vt_1768886094208_puzc7751r,USDT/CAD,range_trade,QUANT,,LOW_VOL_CHOP,ideal,1.383700,1.383700,1.404455,1.372630,timeout,N/A,0.0000,1.3837,-1.0000,0.0138,2026-01-20 05:14:54,2026-01-20 08:18:52,184.0,0.4494,0.4704,0.000252,0.5479,closed
vt_1768896894327_o6lioiyxf,SOL/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,110.540000,113.370000,113.370000,108.842000,take_profit,N/A,2.5602,111.9550,1.5474,1.1196,2026-01-20 08:14:54,2026-01-20 08:18:52,4.0,0.3753,0.3815,0.003137,0.5291,closed
vt_realp_1768898213088_w6k6yb6qp,SOL/USD,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,130.400000,128.981000,132.765000,128.981000,stop_loss,N/A,-1.0882,0.6277,-1.7159,1.5692,2026-01-20 08:03:54,2026-01-20 08:36:53,33.0,0.4583,0.4930,0.011860,0.5452,closed
vt_1768898214091_fc945lvev,AVAX/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,10.620000,10.835000,10.835000,10.491000,take_profit,N/A,2.0245,10.7275,1.0144,0.1073,2026-01-20 08:36:54,2026-01-20 08:38:52,2.0,0.5055,0.5233,0.003092,0.6628,closed
vt_realp_1768899353091_axufwi4da,USDT/CHF,adaptive_flow,HYBRID,TRI_STAR,LOW_VOL_CHOP,rotational,0.796060,0.789692,0.808001,0.789692,stop_loss,N/A,-0.8000,0.6326,-1.4326,1.5814,2026-01-20 03:55:15,2026-01-20 08:55:53,300.6,0.4229,0.4624,0.008674,0.5471,closed
vt_realp_1768899413100_zbjao5xyl,USDC/CHF,range_trade,QUANT,,LOW_VOL_CHOP,rotational,0.796600,0.790227,0.808549,0.790227,stop_loss,N/A,-0.8000,0.6451,-1.4451,1.6128,2026-01-20 03:55:11,2026-01-20 08:56:53,301.7,0.5334,0.6383,0.008549,0.5469,closed
vt_realp_1768899413100_b5z6azl08,USDC/CHF,range_trade,QUANT,,LOW_VOL_CHOP,ideal,0.796600,0.790227,0.808549,0.790227,stop_loss,N/A,-0.8000,0.6451,-1.4451,1.6128,2026-01-20 03:55:56,2026-01-20 08:56:53,300.9,0.5102,0.6204,0.008549,0.5469,closed
vt_1768899414507_igkfi1cms,ETH/USD,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,ideal,3097.525000,3173.490000,3173.490000,3051.946000,take_profit,N/A,2.4524,3135.5075,1.4402,31.3551,2026-01-20 08:56:54,2026-01-20 08:58:52,2.0,0.4786,0.5215,0.005488,0.6040,closed
vt_1768889814751_gz0ppidqc,USDC/CHF,adaptive_flow,HYBRID,TRI_STAR,LOW_VOL_CHOP,ideal,0.796100,0.792800,0.808041,0.789731,timeout,N/A,-0.4145,0.7944,-1.4124,0.0079,2026-01-20 06:16:54,2026-01-20 09:18:52,182.0,0.4804,0.5375,0.000754,0.5470,closed
vt_1768889815472_u1i1r9vy6,USDT/EUR,range_trade,QUANT,,LOW_VOL_CHOP,ideal,0.856500,0.856500,0.869347,0.849648,timeout,N/A,0.0000,0.8565,-1.0000,0.0086,2026-01-20 06:16:55,2026-01-20 09:18:52,182.0,0.5265,0.6493,0.001580,0.5474,closed
vt_1768889874068_0ihyoty03,USDT/EUR,range_trade,QUANT,,LOW_VOL_CHOP,ideal,0.856600,0.856500,0.869449,0.849747,timeout,N/A,-0.0117,0.8566,-1.0116,0.0086,2026-01-20 06:17:54,2026-01-20 09:18:52,181.0,0.5387,0.6193,0.001763,0.5474,closed
vt_1768889934486_y11gqblk3,AXS/USD,pivot_shift,HYBRID,MORNING_STAR,BULL_STABLE,ideal,2.033000,1.970000,2.353500,1.840700,timeout,N/A,-3.0989,2.0015,-4.0834,0.0200,2026-01-20 06:18:54,2026-01-20 09:23:52,185.0,0.6900,0.8273,0.101105,0.7335,closed
vt_1768889935549_95xfzkqjy,AUD/USD,adaptive_flow,HYBRID,TRI_STAR,LOW_VOL_CHOP,ideal,0.673450,0.673450,0.683552,0.668062,timeout,N/A,0.0000,0.6734,-1.0000,0.0067,2026-01-20 06:18:55,2026-01-20 09:23:52,184.9,0.4452,0.4947,0.000091,0.5458,closed
vt_1768889935940_9ohgi1k9y,BERA/USD,liquidity_trap,QUANT,,TRANSITION,ideal,0.988900,0.988000,1.085850,0.930730,timeout,N/A,-0.0910,0.9885,-1.0906,0.0099,2026-01-20 06:18:55,2026-01-20 09:23:52,184.9,0.4265,0.4529,0.032884,0.4888,closed
vt_1768889936612_wzjdt4mdg,ATOM/USD,pivot_shift,HYBRID,MORNING_STAR,TRANSITION,ideal,2.470800,2.470800,2.560100,2.417220,timeout,N/A,0.0000,2.4708,-1.0000,0.0247,2026-01-20 06:18:56,2026-01-20 09:23:52,184.9,0.3912,0.4136,0.007129,0.5008,closed
vt_1768889994423_t156da1yn,AXS/EUR,sma_trend_ride,QUANT,,BULL_STABLE,ideal,1.725000,1.709000,1.951000,1.589400,timeout,N/A,-0.9275,1.7170,-1.9229,0.0172,2026-01-20 06:19:54,2026-01-20 09:23:52,184.0,0.6060,0.7062,0.064522,0.6441,closed
vt_1768889995117_jr3gnwjbu,USDT/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,0.856500,0.856500,0.869347,0.849648,timeout,N/A,0.0000,0.8565,-1.0000,0.0086,2026-01-20 06:19:55,2026-01-20 09:23:52,184.0,0.3925,0.4183,-0.000430,0.6000,closed
vt_1768889996350_g9pcxnvh6,DAI/USDT,range_trade,QUANT,,LOW_VOL_CHOP,ideal,1.000230,1.000230,1.015233,0.992228,timeout,N/A,0.0000,1.0002,-1.0000,0.0100,2026-01-20 06:19:56,2026-01-20 09:23:52,183.9,0.5056,0.5675,0.000495,0.5475,closed
vt_1768889996724_98difhu5a,DAI/USD,range_trade,QUANT,,LOW_VOL_CHOP,ideal,0.999890,0.999830,1.014888,0.991891,timeout,N/A,-0.0060,0.9999,-1.0060,0.0100,2026-01-20 06:19:56,2026-01-20 09:23:52,183.9,0.5220,0.6443,0.001319,0.5478,closed
vt_realp_1768901633102_ob4co975w,USDC/CHF,adaptive_flow,HYBRID,TRI_STAR,LOW_VOL_CHOP,ideal,0.796100,0.789731,0.808041,0.789731,stop_loss,N/A,-0.8000,0.6451,-1.4451,1.6128,2026-01-20 06:16:54,2026-01-20 09:33:53,197.0,0.4804,0.5375,0.008549,0.5470,closed
vt_1768891254272_o2md1vttp,DAI/USD,range_trade,QUANT,,LOW_VOL_CHOP,ideal,0.999820,0.999830,1.014817,0.991821,timeout,N/A,0.0010,0.9998,-0.9990,0.0100,2026-01-20 06:40:54,2026-01-20 09:43:52,183.0,0.5166,0.6214,0.001319,0.5478,closed
vt_1768891314628_w70m644r6,DAI/USD,range_trade,QUANT,,LOW_VOL_CHOP,ideal,0.999820,0.999830,1.014817,0.991821,timeout,N/A,0.0010,0.9998,-0.9990,0.0100,2026-01-20 06:41:54,2026-01-20 09:43:52,182.0,0.5263,0.6168,0.001454,0.5478,closed
vt_1768891554317_z1ybr9c45,DAI/USD,range_trade,QUANT,,LOW_VOL_CHOP,ideal,0.999820,0.999830,1.014817,0.991821,timeout,N/A,0.0010,0.9998,-0.9990,0.0100,2026-01-20 06:45:54,2026-01-20 09:48:52,183.0,0.4765,0.5754,0.000698,0.5478,closed
vt_1768893534185_w4f8o84ru,BERA/USD,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,0.988000,0.988000,1.084950,0.929830,timeout,N/A,0.0000,0.9880,-1.0000,0.0099,2026-01-20 07:18:54,2026-01-20 10:23:52,185.0,0.4124,0.3542,0.031033,0.8203,closed
vt_1768894974191_z8u859m17,AXS/USD,sma_trend_ride,QUANT,,BULL_STABLE,ideal,2.052000,1.970000,2.372500,1.859700,timeout,N/A,-3.9961,2.0110,-4.9761,0.0201,2026-01-20 07:42:54,2026-01-20 10:43:52,181.0,0.6208,0.7014,0.088818,0.7564,closed
vts_ADI_USD_1768909162526,ADI/USD,adaptive_flow,HYBRID,TRI_STAR,LOW_VOL_CHOP,rotational,1.575400,1.562797,1.599031,1.562797,stop_loss,N/A,-0.8000,0.6263,-1.4263,1.5659,2026-01-20 11:04:28,2026-01-20 11:39:22,34.9,0.4282,0.5043,0.008737,0.5315,closed
vts_ADA_USD_1768914442537,ADA/USD,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,rotational,0.359694,0.356816,0.365089,0.356816,stop_loss,N/A,-0.8000,0.6203,-1.4203,1.5507,2026-01-20 11:04:26,2026-01-20 13:07:22,122.9,0.3963,0.3825,0.008797,0.6642,closed
vts_ADA_AUD_1768914502538,ADA/AUD,liquidity_trap,QUANT,,TRANSITION,rotational,0.546350,0.540155,0.556675,0.540155,stop_loss,N/A,-1.1339,0.7436,-1.8775,1.8591,2026-01-20 11:04:24,2026-01-20 13:08:22,124.0,0.4147,0.4609,0.011462,0.4838,closed
vts_AERO_EUR_1768915942541,AERO/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,0.412000,0.403810,0.425650,0.403810,stop_loss,N/A,-1.9879,0.9647,-2.9526,2.4119,2026-01-20 11:04:28,2026-01-20 13:32:22,147.9,0.4666,0.4443,0.023484,0.6979,closed
vts_ETH_USD_1768916062543,ETH/USD,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,3103.465000,3078.637280,3150.016975,3078.637280,stop_loss,N/A,-0.8000,0.6203,-1.4203,1.5508,2026-01-20 11:04:33,2026-01-20 13:34:22,149.8,0.4152,0.3995,0.008797,0.7408,closed
vts_ETH_USDC_1768919602558,ETH/USDC,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,3104.380000,3059.554000,3179.090000,3059.554000,stop_loss,N/A,-1.4440,0.6281,-2.0720,1.5701,2026-01-20 11:04:33,2026-01-20 14:33:22,208.8,0.4967,0.5029,0.017785,0.7382,closed
vts_ETH_USDC_1768919602558,ETH/USDC,mean_reversion,QUANT,,BEAR_VOLATILE,ideal,3104.380000,3059.554000,3179.090000,3059.554000,stop_loss,N/A,-1.4440,0.6203,-2.0643,1.5508,2026-01-20 11:05:25,2026-01-20 14:33:22,208.0,0.4261,0.3638,0.017863,0.7507,closed
vts_ETH_EUR_1768920562566,ETH/EUR,mean_reversion,QUANT,,BEAR_VOLATILE,rotational,2644.970000,2600.054000,2719.830000,2600.054000,stop_loss,N/A,-1.6982,0.6204,-2.3185,1.5509,2026-01-20 11:04:32,2026-01-20 14:49:22,224.8,0.4661,0.4361,0.022099,0.7413,closed
vts_BTC_USD_1768920562566,BTC/USD,range_trade,QUANT,,LOW_VOL_CHOP,rotational,91230.750000,90500.904000,92599.211250,90500.904000,stop_loss,N/A,-0.8000,0.6201,-1.4201,1.5503,2026-01-20 11:04:44,2026-01-20 14:49:22,224.6,0.4915,0.5351,0.008799,0.5314,closed
vts_ETH_EUR_1768920562566,ETH/EUR,reverse_impulse,HYBRID,PINBAR,BEAR_VOLATILE,ideal,2644.970000,2600.054000,2719.830000,2600.054000,stop_loss,N/A,-1.6982,0.6204,-2.3185,1.5509,2026-01-20 11:05:27,2026-01-20 14:49:22,223.9,0.4227,0.4106,0.022099,0.7469,closed
vts_SOL_USD_1768921762572,SOL/USD,defensive_hedge,HYBRID,ENGULFING,BEAR_VOLATILE,rotational,128.925000,127.893600,130.858875,127.893600,stop_loss,N/A,-0.8000,0.6278,-1.4278,1.5694,2026-01-20 11:04:35,2026-01-20 15:09:22,244.8,0.3584,0.3565,0.008722,0.5868,closed
