population,asset_class,symbol,horizon_min,valid_origins,potential_row_offset_origins,origins_rejected_for_gaps,signed_endpoint_bps_p10,signed_endpoint_bps_p50,signed_endpoint_bps_p90,signed_endpoint_bps_p99,absolute_endpoint_bps_p10,absolute_endpoint_bps_p50,absolute_endpoint_bps_p90,absolute_endpoint_bps_p99,future_up_excursion_bps_p10,future_up_excursion_bps_p50,future_up_excursion_bps_p90,future_up_excursion_bps_p99,future_down_excursion_bps_p10,future_down_excursion_bps_p50,future_down_excursion_bps_p90,future_down_excursion_bps_p99
xstock_spot; CARR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CARR/USD,5,1363,1550,187,-14.399457902761759,0.8435970980258389,17.43983257760595,42.757707496863894,1.692076009991883,6.968641114982743,23.81526560586122,53.992739518455416,0.0,6.756756756756133,22.428491472788803,51.038419978996274,-0.8418075300800076,5.223750652969539,20.067707577056336,56.138199435380834
xstock_spot; CARR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CARR/USD,15,1099,1540,441,-28.696360050765477,4.329754069969383,27.911529185190354,72.0486189152428,3.3802085401317683,14.795474325500768,43.67117438482637,95.73575544678418,1.6914177540980901,13.917884481560172,38.8514624901668,86.32655619464614,0.0,9.57604248280619,41.39075350328714,86.23349531682376
xstock_spot; CARR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CARR/USD,60,507,1495,988,-34.54232051836526,0.0,47.25726476859607,76.44345600088039,4.359502042077246,22.551825830514627,55.34800095088399,82.0058321521649,6.468055261054318,32.37900477164324,63.28964916911418,103.27051794964146,2.6057504934426934,20.47956310265331,69.75743263593942,120.02017257445526
xstock_spot; CARR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CARR/USD,240,0,1315,1315,,,,,,,,,,,,,,,,
xstock_spot; CAT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CAT/USD,5,1240,1778,538,-17.57418395537602,0.12653851091837254,19.70531864738913,72.20883908720684,1.4662427196916463,8.037277496409367,30.425713621402455,74.88083952370084,-0.125927700634465,7.111183137895605,28.116423100532664,74.29385195215913,-0.6231352451222526,6.575046198615819,23.23752298444708,66.58249466625338
xstock_spot; CAT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CAT/USD,15,912,1768,856,-34.70296321317124,2.481323742685726,48.38281533926114,121.73112153343811,2.706237718923533,17.79772498692933,63.24850671360738,128.84722147867953,1.6663074611835698,15.137994773408714,62.66400840323969,141.19376781716858,0.14130098524500856,11.67867782567833,49.62047935853031,116.52630199537113
xstock_spot; CAT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CAT/USD,60,278,1723,1445,-27.57576022694308,24.382868823308314,145.15770005872855,203.65170414947866,6.979975202064059,34.708085611036,145.15770005872855,203.65170414947866,10.402578003617437,54.96862447731732,171.14909144479995,229.45592262495126,2.705002505425047,23.18181489247728,101.76225557814467,157.62312819415826
xstock_spot; CAT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CAT/USD,240,0,1543,1543,,,,,,,,,,,,,,,,
xstock_spot; CB/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CB/USD,5,873,1415,542,-11.933219011533991,-0.8629120405001522,10.875917323177386,24.842391466431177,0.8749574544300032,5.455067470571118,15.3216647584229,31.868765748206712,-0.7310458820874999,3.8049522917527057,13.921914912546914,32.742437811216085,-0.5877547247785664,4.3826330859575435,15.047930077238599,30.81516698821359
xstock_spot; CB/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CB/USD,15,456,1405,949,-15.536067225617733,-2.0976259328409075,20.13413929664809,35.96128362824511,1.7642245996718486,8.298552035822526,24.57483079887801,48.01883089173662,0.0,6.813495230355571,26.162063816037584,52.09738079057122,0.29201031330139404,9.210585877486022,21.95384686948576,48.180320469826036
xstock_spot; CB/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CB/USD,60,85,1360,1275,-27.81645744734784,-9.899853654338209,27.618269573038923,31.920961420702728,9.022055929920114,20.136351868365043,29.971203097975522,32.55233542155427,0.9932653859427988,10.899495181275753,41.57376105876409,42.46366389394352,0.05743825387716233,22.96870513924798,33.88999276385651,35.94074160652272
xstock_spot; CB/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CB/USD,240,0,1180,1180,,,,,,,,,,,,,,,,
xstock_spot; CBOE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CBOE/USD,5,337,1122,785,-30.099481806673325,-0.17051752067454018,28.80985624491174,77.52146454864862,3.0534758381435267,15.342652574156235,45.12183397153226,83.4296764391031,-1.2326427289333084,10.678591093387091,39.391904847105444,95.70030786408932,-1.9259661072719145,11.179150050891762,41.18138427039365,88.19737667268417
xstock_spot; CBOE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CBOE/USD,15,90,1112,1022,-46.630618626467665,-14.411588737024971,23.090423634563294,48.99050886119351,3.881500671919169,19.93221351488994,47.98783043294276,62.669315083205476,0.9398592166200983,13.674713162674657,40.69375321593355,65.22172827856586,10.00853370742738,29.677648274498146,55.727494459523406,72.26179303950164
xstock_spot; CBOE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CBOE/USD,60,0,1067,1067,,,,,,,,,,,,,,,,
xstock_spot; CBOE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CBOE/USD,240,0,887,887,,,,,,,,,,,,,,,,
xstock_spot; CCI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CCI/USD,5,764,1366,602,-18.287580858386555,1.9913336440757767,21.285900829362667,41.81943583359052,1.9838121006057197,9.255587054765591,27.763338284627533,63.81462396119634,-1.319940575243428,8.462165087347318,26.88750921710925,46.77076867554337,-1.3438693499268073,6.550118069449384,26.218551605459506,66.05354766089155
xstock_spot; CCI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CCI/USD,15,355,1356,1001,-20.21199862671308,6.495193556768086,33.69707909704546,73.0653693703616,2.6383136009717756,15.55814858031912,38.51475598474696,73.0653693703616,2.6344213520927973,19.331142470520035,44.41106794053296,74.59534446263704,0.0,9.715025906735786,32.550402770459975,53.06270874322027
xstock_spot; CCI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CCI/USD,60,14,1311,1297,-9.231662097773263,-2.6386964954205894,24.730587472303192,41.232696657591966,2.6386268682285774,6.920056984641709,25.915576825761974,41.232696657591966,13.83855024711833,19.781263529990987,45.18143066171001,60.22355853871259,9.632730714612126,18.786449722559272,25.22431935579683,32.23579171481596
xstock_spot; CCI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CCI/USD,240,0,1131,1131,,,,,,,,,,,,,,,,
xstock_spot; CCL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CCL/USD,5,1527,2140,613,-19.101798759926236,0.0,17.189590649306925,44.99640664481502,2.121340687314399,8.50882790895513,27.276549380220064,60.80289423848996,0.0,6.4198587631070225,23.764260951191662,59.15599327808434,0.0,8.481764206954567,26.725846120166125,61.635936732327046
xstock_spot; CCL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CCL/USD,15,1450,2130,680,-36.05141170180648,-0.02133551809058165,34.00276618270626,70.63690895386749,2.1385799828930185,16.965327303455346,48.33365457866316,109.73960181143381,0.0,12.763241863433805,44.643806384982994,88.34764713124655,2.1230971827691514,14.936521321041173,46.855421445585435,115.9359190556486
xstock_spot; CCL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CCL/USD,60,1135,2085,950,-87.29720890924474,-2.1408691928914703,50.12659043895787,101.2608080615433,4.268943436498418,27.742210840803196,95.75960603063385,150.9778022381209,2.138671668610481,27.583280288563383,78.99907437844034,161.42735768904126,6.408886989959228,31.833616298810874,111.02272265665358,168.3121576516717
xstock_spot; CCL/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CCL/USD,240,232,1905,1673,-100.81492220872335,-19.096159248562227,64.0424047025543,103.90590073659953,10.620220900594557,54.08462087921839,102.69430039009966,192.199616075654,4.439511209775929,58.873002523129884,118.22935059944429,189.7161783364618,19.136721241761467,84.90766291657792,188.82980413337327,261.6585777590208
xstock_spot; CDNS/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CDNS/USD,5,1334,1599,265,-30.850981258173203,-1.8818622997618384,20.64316117342813,60.771989910046145,2.155940978922467,12.469968822032552,37.946902305879604,87.07190193789897,-1.5621307069313413,8.264410579996717,30.30669310418799,72.52248863786627,0.0,11.767147990284776,39.85578858759309,88.62735878494529
xstock_spot; CDNS/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CDNS/USD,15,1089,1589,500,-61.61672246288785,-6.855911591386876,34.5760153349457,94.552701592251,4.117178849295744,24.777403008455767,73.16928004896765,150.1185923241545,-0.18400965411813278,15.245104481536043,49.7003718840845,144.84678982552373,2.4582427838697467,25.724938536935138,80.89913914885649,168.6399438813402
xstock_spot; CDNS/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CDNS/USD,60,488,1544,1056,-251.27790742900848,-34.57645077406035,60.842180808070594,183.69068153725183,9.20135240771347,52.94063218402145,251.27790742900848,351.73375423028193,0.6447946924168502,21.871370823652867,121.4955585925539,210.81459408890754,19.25477497693684,64.39712903306749,296.40829645029834,373.80542967573865
xstock_spot; CDNS/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CDNS/USD,240,13,1364,1351,-430.63762975185836,-303.5921205098502,-269.19714519188557,-256.8661441025082,269.19714519188557,303.5921205098502,430.6376297518584,456.7636691076187,2.4890428203585557,20.741035724360923,58.895704410553584,76.59282162529804,411.81824057853044,459.15324985092434,574.8264050825088,604.0188094940075
xstock_spot; CDW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CDW/USD,5,122,849,727,-30.164686914158743,1.324876236312722,43.17281738855507,101.28087403694462,2.286994490252159,15.890683989084886,48.948814319295096,107.27351741047696,-0.2859957418408494,11.617166429275239,52.425056618844906,103.93301235718683,-4.244268471409462,9.73336295447047,40.059107548750866,73.40106182474376
xstock_spot; CDW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CDW/USD,15,39,839,800,-40.947850957798295,16.109412499589748,39.51094640992239,51.20048535350951,5.989730701520202,24.664561957379316,50.37611523798669,63.05971499174319,25.573652535091362,36.48908644596327,59.8369714326994,62.23207759324789,3.5867511617406755,15.896145184791655,59.704062238875146,66.7642150076199
xstock_spot; CDW/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CDW/USD,60,0,794,794,,,,,,,,,,,,,,,,
xstock_spot; CDW/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CDW/USD,240,0,614,614,,,,,,,,,,,,,,,,
xstock_spot; CEG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CEG/USD,5,1263,1865,602,-23.00166829212125,2.4317638673432285,30.664666458161786,80.22376134813784,2.0424807658852018,12.992029214509149,40.7089226739481,88.73203697164263,0.3480379726594762,11.996870381640878,40.08316500539966,92.81121758575168,-1.208182862575402,9.48766603415696,34.07397282885127,83.48958454630313
xstock_spot; CEG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CEG/USD,15,946,1855,909,-37.859331825405576,7.223957025390693,57.82352932577117,160.26867227533256,3.469506710992998,22.419308980790586,72.23538491446524,192.69624315023427,3.3579966983399157,25.140447880328544,77.58998792391169,174.01274728503654,0.6790018868207959,16.08550347799942,55.884660767203115,175.1234906551013
xstock_spot; CEG/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CEG/USD,60,196,1810,1614,-235.68494676441176,-0.8468884598222814,84.41646850695372,276.38503384665825,9.281726941455236,47.53884946313458,251.7643168378464,310.27811584403923,3.0413743977808494,44.782881438629744,137.70268131982124,277.3437225187642,3.667421483563027,48.51366929985667,274.5575238622966,336.53650257930735
xstock_spot; CEG/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CEG/USD,240,0,1630,1630,,,,,,,,,,,,,,,,
xstock_spot; CF/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CF/USD,5,949,1570,621,-24.53062202448697,3.738597278299949,34.495125485223724,71.53942277177366,2.9609013087368297,14.989132878662215,42.735746569071864,83.21647031876095,-0.3750017330159671,13.542409123306065,45.657512933205524,84.03531860474799,-1.4954229366943572,9.013745962592745,38.27621738663556,89.71504451246643
xstock_spot; CF/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CF/USD,15,563,1560,997,-35.24327015040373,16.223231667746862,70.97543729383561,155.95399701631814,4.991521263831178,28.776978417266452,79.80020497297605,155.95399701631814,4.563034495525643,34.46742272626313,90.58586103799504,165.18668649557,-0.7476635681165078,12.58420312384434,62.70996640537319,144.9430359546569
xstock_spot; CF/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CF/USD,60,74,1515,1441,74.45358498662081,104.61819109581327,172.4087269521777,214.5016911246477,74.45358498662081,104.61819109581327,172.4087269521777,214.5016911246477,100.30062726482703,124.14476338278857,218.9083963858085,275.7257050932899,-1.1233168621620493,5.226809902136864,21.230917824891954,45.6397015321429
xstock_spot; CF/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CF/USD,240,0,1335,1335,,,,,,,,,,,,,,,,
xstock_spot; CHD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CHD/USD,5,366,1175,809,-21.522019962696426,-2.5433643689593,12.555321837596223,30.729429351121055,1.99551034562373,7.982276439315039,24.35687324340574,42.745272401855054,-1.9992099883126002,5.001002651511266,19.323965823667688,37.39334033013443,-0.9999571082741632,8.097189964675898,26.492901614785236,42.9947407705116
xstock_spot; CHD/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CHD/USD,15,64,1165,1101,-58.27120569407995,-18.52873336928962,10.342463752563091,24.456257402887157,5.9673910683178955,20.96203221149173,58.27120569407996,73.86280202524499,-0.8451642759881303,8.07167622427274,24.53362120101233,29.823506594978515,9.988247874558432,25.600035423588572,61.356384888643156,74.35824216400965
xstock_spot; CHD/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CHD/USD,60,0,1120,1120,,,,,,,,,,,,,,,,
xstock_spot; CHD/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CHD/USD,240,0,940,940,,,,,,,,,,,,,,,,
xstock_spot; CHPT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CHPT/USD,5,904,1897,993,-152.09968151820695,12.763371810786683,218.41937176564312,524.4037419034985,15.039597928724117,75.95487541949997,267.6804391365639,583.1180192704088,0.0,73.63305452292468,287.24730900498736,941.9659204554202,0.0,60.030030030029934,216.37368755965622,472.22845860156815
xstock_spot; CHPT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CHPT/USD,15,720,1887,1167,-242.28718417667844,33.02150395958159,489.75444015444197,1204.6493282386248,29.76395798783772,153.7476607899141,514.86685507304,1204.6493282386248,20.08447020746873,163.48895224518878,605.7642626395564,1511.1871494135635,0.09118541033448282,109.35053909235882,387.6607387140899,870.6759505212475
xstock_spot; CHPT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CHPT/USD,60,482,1842,1360,-335.1739691470683,90.20643634785164,1336.2008835154625,1950.188609915543,43.16395578531396,255.395228273958,1336.2008835154625,1950.188609915543,61.980559514469576,358.4237848041527,1689.8401599087813,2044.883451243027,33.39659911111925,207.53989844033316,651.9835439318254,961.2617682188431
xstock_spot; CHPT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CHPT/USD,240,199,1662,1463,1002.3752969121142,1701.0309278350521,2747.8015229673288,3662.0618073199853,1002.3752969121142,1701.0309278350521,2747.8015229673288,3662.0618073199853,1227.2267206477732,1926.0204081632648,3180.952380952384,3897.4910541591594,26.164340491845685,268.19923371647513,903.9648933713146,1045.828437132784
xstock_spot; CHTR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CHTR/USD,5,467,1211,744,-33.1982203610075,2.6364355391494954,34.33345109980879,95.17477731602351,2.6125837030470667,17.010017010017364,50.645342474682245,102.16993077810156,-1.9710225591087482,13.039882959098303,47.3949432961809,101.87723712225748,-2.6318668662748124,11.251571910783076,43.740291316047404,80.96208906910299
xstock_spot; CHTR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CHTR/USD,15,163,1201,1038,-64.26640114926485,6.255555921377276,65.8985560881478,174.4111213675663,5.206992299223501,29.744574369303667,85.66523019422868,174.4111213675663,2.370543798801083,30.802112144832083,90.17636499403552,177.03245945355374,-0.9044489169358629,26.367831245878158,72.9312296147473,131.15251783546088
xstock_spot; CHTR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CHTR/USD,60,0,1156,1156,,,,,,,,,,,,,,,,
xstock_spot; CHTR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CHTR/USD,240,0,976,976,,,,,,,,,,,,,,,,
xstock_spot; CI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CI/USD,5,643,1338,695,-17.52063477405641,0.0,19.19660122908429,46.46350466155459,1.4059426466612734,8.890469416785729,25.222308321363407,55.730148678336086,-1.0652501516670299,5.485172340577993,23.030326621007475,50.248817482775564,-1.0591873933334384,5.692127076736275,22.272236148066085,44.12178487778852
xstock_spot; CI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CI/USD,15,214,1328,1114,-29.5516727245424,0.708934594128019,44.57580337514534,65.73153827449143,2.648190492112401,18.562585331329817,47.301695418666704,66.31193615530611,0.22898041967067695,15.004242308040983,59.83410791553025,98.60026985874,-0.35501659543379915,8.878948304159584,37.616463699772346,66.74157381272906
xstock_spot; CI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CI/USD,60,1,1283,1282,19.12858660998884,19.12858660998884,19.12858660998884,19.12858660998884,19.12858660998884,19.12858660998884,19.12858660998884,19.12858660998884,23.025150549060847,23.025150549060847,23.025150549060847,23.025150549060847,56.67729365922858,56.67729365922858,56.67729365922858,56.67729365922858
xstock_spot; CI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CI/USD,240,0,1103,1103,,,,,,,,,,,,,,,,
xstock_spot; CIFR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CIFR/USD,5,1614,2619,1005,-41.407901276971806,2.9338419290558804,55.28615900383051,176.55129551688452,3.3863867253636215,20.700872846503014,69.95823635253096,190.3184678067563,0.9641435611280665,22.456140793226666,75.93196081072318,200.8409785932722,0.0,19.80198019801982,61.70531132093049,142.2990101628319
xstock_spot; CIFR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CIFR/USD,15,1549,2609,1060,-58.442669858397075,5.897965202006361,112.54617445101947,282.23701988033173,5.626512766047753,34.03675970047537,122.32030965976026,304.03649586483755,5.887201306142842,39.57783641161061,139.71252429198523,352.8411358942249,3.3300033300043275,32.22970993261076,98.35024104367074,217.83526208305037
xstock_spot; CIFR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CIFR/USD,60,1357,2564,1207,-90.68318566097133,17.746228926351915,257.6336554197038,740.3963398645495,11.274005480163218,63.48145673237604,262.10724369549143,740.3963398645495,14.127503753715853,81.30081300813163,307.28015570234487,783.8521220711493,6.936801766256107,60.76975016880426,145.27027027027017,245.06466984343
xstock_spot; CIFR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CIFR/USD,240,637,2384,1747,-179.92580101180457,143.82154388024705,541.7805383022769,1134.32592833401,46.532737301181015,200.63315922560722,541.7805383022769,1134.32592833401,25.316455696202667,255.01530091805557,584.8238890679442,1173.274936357622,14.63663861438125,105.0491358861405,244.34352219641806,312.56792396607415
xstock_spot; CL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CL/USD,5,1348,1542,194,-14.704939439670989,-0.5543698239401929,11.10494169905607,29.847329633120722,1.108856439219652,6.454602607703364,18.989210144425112,34.5368366935576,-1.1017219942804912,4.448398631529127,16.465905888981997,32.68771820429566,0.0,5.5537043893011395,18.315955126401384,32.49058331715457
xstock_spot; CL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CL/USD,15,1084,1532,448,-26.20750802019722,-2.232517779648946,20.352006953222606,54.04437421906359,2.2151338853990676,12.706908106106528,32.590080813952,68.79410457698313,0.0,8.821747775155098,29.576553339707665,62.6025919328392,1.1062681265138208,12.322170093304607,33.314459368149365,69.21932187851925
xstock_spot; CL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CL/USD,60,507,1487,980,-60.11081101621141,-22.099447513812542,14.688520844697202,80.53766515134333,6.4088614776824935,26.510548989284732,67.75750275897298,98.49750551568195,1.102997977405984,14.474196960418961,38.41031188471966,90.6750251875077,10.318971783707331,40.54794520548022,82.5749883497984,112.74991280510585
xstock_spot; CL/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CL/USD,240,119,1307,1188,-134.73844163030523,-102.10803689064463,-67.0353982300884,-48.70683392117883,67.03539823008842,102.10803689064463,134.73844163030523,147.57005253940457,2.634396522707583,23.026315789473895,43.06842345010198,77.73577128557017,68.31431969515612,125.74126949264186,152.32876712328758,164.18563922942164
xstock_spot; CLSK/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CLSK/USD,5,1490,2367,877,-40.661452810179966,3.962750304173923,51.52596115735264,140.96683908850372,4.032258064516681,19.38941486512413,65.04594256683085,154.81053670592246,0.0,18.239857873828534,68.73338485058558,161.37144466826612,0.0,16.070711128967076,57.28389969022853,136.12716507599737
xstock_spot; CLSK/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CLSK/USD,15,1313,2357,1044,-63.18808649036889,11.933174224343368,91.56488822226949,294.38104576895535,7.893906692052255,35.43307086614212,105.58163797600345,302.32863103774736,4.5240693764387885,36.43724696356321,130.64473964767174,316.78301093355566,0.0,27.722772277227747,96.43486634268217,167.4399428238783
xstock_spot; CLSK/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CLSK/USD,60,890,2312,1422,-71.21898068351595,35.714291338229124,291.20553688483653,653.7241825917698,12.10607038127043,72.30732811079443,294.1298359376896,653.7241825917698,22.026431718062955,97.56097560975618,357.7501154307886,705.1338397540242,4.20562016777315,60.28938906752379,144.49714549147888,216.3222939992375
xstock_spot; CLSK/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CLSK/USD,240,154,2132,1978,68.67305423488479,171.47057099880845,752.4331704867242,869.1582173472202,68.67305423488479,171.47057099880845,752.4331704867242,869.1582173472202,112.73981755457663,239.80224501956027,830.2039161396831,986.1225917554615,5.580218872599078,112.19349591696681,171.437415660232,215.91326684522707
xstock_spot; CLX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CLX/USD,5,864,1425,561,-27.03326016507945,-2.073774697477493,16.605763941643932,47.69463531962533,1.5728794666352022,9.49417482956183,33.185474359281,65.6372788875005,-1.9078868803449285,5.332764747768559,24.645661052706167,65.40884591116148,0.0,9.470195217459732,32.72263283662325,68.24385958752836
xstock_spot; CLX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CLX/USD,15,454,1415,961,-54.000090539518155,-10.768619038217242,25.277059018221635,59.24610642817063,3.1757291134802967,19.056189411620352,57.7385163204217,105.65981688565392,-1.0329298391136277,9.502748471470479,47.434083330446505,83.24940498996828,3.8466722588135234,21.255124654716017,65.24287797181393,119.00271749368152
xstock_spot; CLX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CLX/USD,60,56,1370,1314,-121.12940726906717,-93.72009822899986,-56.435178081674636,7.475432803993903,56.435178081674636,93.72009822899986,121.12940726906717,138.8924971192358,-2.6141741392465834,2.0855084789883627,8.835820919391724,41.69275198393919,68.80852608293796,104.20193842538782,123.9829172071194,140.40258180968428
xstock_spot; CLX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,xstock_spot,CLX/USD,240,0,1190,1190,,,,,,,,,,,,,,,,
xstock_spot; CMCSA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,xstock_spot,CMCSA/USD,5,1458,1640,182,-15.051458176396858,0.0,14.799193550318668,37.26678268792538,0.0,5.67429544164777,22.32934772399497,50.163324721487264,0.0,5.624297160560232,18.862589585287857,45.70044037144334,0.0,5.663048658281489,20.629796411206545,47.49864702304252
xstock_spot; CMCSA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,xstock_spot,CMCSA/USD,15,1300,1630,330,-27.75773061351261,-3.717817673161705,24.05269419822509,67.36826279891372,1.8835584245779913,11.293054771316369,35.70893232865459,76.08659490377475,0.0,9.394964299136443,33.21033210332169,75.33236006010688,1.8795580235351217,13.011152416356753,33.89575563033077,75.98305485682442
xstock_spot; CMCSA/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,xstock_spot,CMCSA/USD,60,800,1585,785,-54.31025823870917,-3.7868030255139296,37.96120609140943,93.66804046459399,3.790391663994641,24.479804378574332,61.70532984251187,135.6004792132798,1.8814675446843232,22.620169651272892,56.74295441649324,110.5247725655785,5.607896551778402,26.39019792648467,75.98220904373676,159.6801065691398
